Date,Details,Ref No/Cheque No,Debit,Credit,Balance
15/01/2025,DEP TFR UPI/CR/634073848375/Master S/MAHB/ parthchava/UPI 7588741476620 AT 06039 UDGIR,,,234.51,40710.04
17/01/2025,WDL TFR UPI/DR/199570580270/POSHAK K/YESB/q 426762515/Sent 5214488057905 AT 06039 UDGIR,,40.37,,40669.67
18/01/2025,WDL TFR UPI/DR/062817912763/Master S/MAHB/ 2425660920/UPI 0184942954569 AT 06039 UDGIR,,145.74,,40523.93
18/01/2025,WDL TFR UPI/DR/777019277872/SEEMA AB/YESB/q 216671691/Sent 2752531344913 AT 06039 UDGIR,,27.84,,40496.09
18/01/2025,WDL TFR UPI/DR/284409645999/Pawar Pa/UTIB/g pay-12195/Sent 5348059329492 AT 06039 UDGIR,,74.82,,40421.27
18/01/2025,WDL TFR UPI/DR/176492226177/Fatema s/YESB/p aytm.s1is/Sent 9392646499243 AT 06039 UDGIR,,48.06,,40373.21
18/01/2025,DEP TFR UPI/CR/792507586345/SARTHAK /IPOS/ sarthakksh/UPI 3524320543127 AT 06039 UDGIR,,,73.37,40446.58
20/01/2025,WDL TFR UPI/DR/600125670607/ANIL ARJ/YESB/ paytmqrt2m/NA 0913171108042 AT 06039 UDGIR,,175.75,,40270.83
21/01/2025,WDL TFR UPI/DR/047170335265/Gajanand/UTIB/g pay-11244/Sent 1828514023462 AT 06039 UDGIR,,132.23,,40138.60
22/01/2025,WDL TFR UPI/DR/959389154749/Pawar Pa/UTIB/g pay-12195/Sent 9923163018606 AT 06039 UDGIR,,43.69,,40094.91
23/01/2025,WDL TFR UPI/DR/828488486740/MR SOURA/YESB/q 659994870/Sent 2053490870877 AT 06039 UDGIR,,296.74,,39798.17
24/01/2025,WDL TFR UPI/DR/496772482052/ANITA RA/YESB/q 696407459/Sent 4338951391801 AT 06039 UDGIR,,24.48,,39773.69
27/01/2025,WDL TFR UPI/DR/464077773987/RENUKAPR/SBIN/ 4136862400/UPI 5954120233305 AT 06039 UDGIR,,68.95,,39704.74
28/01/2025,WDL TFR UPI/DR/256159604655/SEEMA AB/YESB/q 216671691/Sent 1883290727148 AT 06039 UDGIR,,19.36,,39685.38
29/01/2025,WDL TFR UPI/DR/325876424354/SUKHSAGA/HDFC/v yapar.169/Sent 7625549173475 AT 06039 UDGIR,,87.23,,39598.15
29/01/2025,DEP TFR UPI/CR/404279454904/ADITYA K/SBIN/ adityakris/UPI 1357211096612 AT 06039 UDGIR,,,130.07,39728.22
29/01/2025,WDL TFR UPI/DR/953895053426/Karan Ba/YESB/p aytmqr6ic/Sent 2805461993761 AT 06039 UDGIR,,39.47,,39688.75
01/02/2025,DEP TFR UPI/CR/699243188445/ADITYA K/SBIN/ adityakris/UPI 4432481440374 AT 06039 UDGIR,,,26.24,39714.99
04/02/2025,WDL TFR UPI/DR/227568780200/BANKAR R/YESB/q 277110439/Sent 2971446144794 AT 06039 UDGIR,,449.46,,39265.53
05/02/2025,DEP TFR UPI/CR/138238869944/JAGADISH/UBIN/ jaguswami1/UPI 1046593400856 AT 06039 UDGIR,,,1603.81,40869.34
05/02/2025,DEP TFR UPI/CR/273042446837/Bhagyash/BARB/ vaniswami1/UPI 4738817238763 AT 06039 UDGIR,,,118.18,40987.52
05/02/2025,WDL TFR UPI/DR/502580027407/NILESH V/YESB/q 445025662/Sent 7889411880910 AT 06039 UDGIR,,192.73,,40794.79
06/02/2025,WDL TFR UPI/DR/656659419854/FRANCISC/YESB/p aytmqr6ep/Veri 6567491942869 AT 06039 UDGIR,,1956.70,,38838.09
07/02/2025,DEP TFR UPI/CR/989213410613/JAGADISH/UBIN/ jaguswami1/UPI 3751593522123 AT 06039 UDGIR,,,1492.46,40330.55
07/02/2025,DEP TFR UPI/CR/952953138373/HARSH YASH/IBKL/ user20267/UPI 0841115514940 AT 06039 UDGIR,,,2301.29,42631.84
08/02/2025,DEP TFR UPI/CR/293612611834/MOHIT SU/BKID/ mohitttade/UPI 1031193161016 AT 06039 UDGIR,,,191.19,42823.03
11/02/2025,WDL TFR UPI/DR/819022276961/ADITYA K/SBIN/ 6903856472/UPI 6512055931496 AT 06039 UDGIR,,100.71,,42722.32
11/02/2025,WDL TFR UPI/DR/371753295811/MR SOURA/YESB/q 606711731/Sent 9382165953969 AT 06039 UDGIR,,401.15,,42321.17
12/02/2025,DEP TFR UPI/CR/190284977216/PARTH DA/BKID/ parthchava/UPI 0196103863946 AT 06039 UDGIR,,,43.17,42364.34
12/02/2025,WDL TFR UPI/DR/903632685257/Kalbhor /KKBK/0 791752a02/3030 0602461368226 AT 06039 UDGIR,,17.54,,42346.80
14/02/2025,WDL TFR UPI/DR/247087475883/SARTHAK /IPOS/ sarthakksh/UPI 9068461743134 AT 06039 UDGIR,,93.97,,42252.83
15/02/2025,WDL TFR UPI/DR/324697875600/SAI TRAD/YESB/ paytmqr1p5/NA 1857361873366 AT 06039 UDGIR,,111.95,,42140.88
18/02/2025,WDL TFR UPI/DR/552055398173/AARADHYA/YESB/ Q249889190/UPI 7827513385213 AT 06039 UDGIR,,60.00,,42080.88
19/02/2025,DEP TFR UPI/CR/715268397319/PARTH DA/BKID/ parthchava/UPI 9076499054579 AT 06039 UDGIR,,,2728.47,44809.35
20/02/2025,WDL TFR UPI/DR/816998885607/SEEMA AB/YESB/q 927376420/Sent 5940471722451 AT 06039 UDGIR,,45.51,,44763.84
20/02/2025,DEP TFR UPI/CR/241608151566/MOHIT SU/BKID/ mohitttade/UPI 4558547623380 AT 06039 UDGIR,,,298.86,45062.70
